sch_year,fips,state,st,grade,enrollment,data_source
2021-2022,36,NEW YORK,NY,grade_2,180380,CCD federal data
2021-2022,36,NEW YORK,NY,grade_3,179958,CCD federal data
2021-2022,36,NEW YORK,NY,grade_4,183158,CCD federal data
2021-2022,36,NEW YORK,NY,grade_5,184692,CCD federal data
2021-2022,36,NEW YORK,NY,grade_6,187047,CCD federal data
2021-2022,36,NEW YORK,NY,grade_7,191660,CCD federal data
2021-2022,36,NEW YORK,NY,grade_8,195389,CCD federal data
2021-2022,36,NEW YORK,NY,grade_9,209314,CCD federal data
2021-2022,36,NEW YORK,NY,k_12_total,2483362,CCD federal data
2021-2022,36,NEW YORK,NY,kindergarten,174757,CCD federal data
2021-2022,36,NEW YORK,NY,ungraded,42045,CCD federal data
2021-2022,36,NEW YORK,NY,unspecified,0,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_1,108660,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_10,119068,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_11,110330,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_12,97168,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_2,111821,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_3,112405,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_4,112919,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_5,113726,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_6,116178,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_7,121228,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_8,123286,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,grade_9,142864,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,k_12_total,1502068,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,kindergarten,112415,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,ungraded,0,CCD federal data
2021-2022,37,NORTH CAROLINA,NC,unspecified,0,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_1,9075,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_10,8554,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_11,7912,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_12,7724,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_2,9025,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_3,8942,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_4,8976,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_5,8644,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_6,8650,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_7,8815,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_8,8926,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,grade_9,9257,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,k_12_total,114027,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,kindergarten,9527,CCD federal data
2021-2022,38,NORTH DAKOTA,ND,unspecified,0,CCD federal data
2021-2022,39,OHIO,OH,grade_1,116886,CCD federal data
2021-2022,39,OHIO,OH,grade_10,130408,CCD federal data
2021-2022,39,OHIO,OH,grade_11,114734,CCD federal data
2021-2022,39,OHIO,OH,grade_12,117855,CCD federal data
2021-2022,39,OHIO,OH,grade_2,120720,CCD federal data
2021-2022,39,OHIO,OH,grade_3,121332,CCD federal data
2021-2022,39,OHIO,OH,grade_4,120420,CCD federal data
2021-2022,39,OHIO,OH,grade_5,122211,CCD federal data
2021-2022,39,OHIO,OH,grade_6,123619,CCD federal data
2021-2022,39,OHIO,OH,grade_7,128368,CCD federal data
2021-2022,39,OHIO,OH,grade_8,130367,CCD federal data
2021-2022,39,OHIO,OH,grade_9,141954,CCD federal data
2021-2022,39,OHIO,OH,k_12_total,1612524,CCD federal data
2021-2022,39,OHIO,OH,kindergarten,123650,CCD federal data
2021-2022,39,OHIO,OH,unspecified,0,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_1,51541,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_10,51035,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_11,47433,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_12,45682,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_2,50425,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_3,50711,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_4,49539,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_5,49787,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_6,51147,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_7,52812,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_8,53246,CCD federal data
2021-2022,40,OKLAHOMA,OK,grade_9,56031,CCD federal data
2021-2022,40,OKLAHOMA,OK,k_12_total,660660,CCD federal data
2021-2022,40,OKLAHOMA,OK,kindergarten,51271,CCD federal data
2021-2022,40,OKLAHOMA,OK,unspecified,0,CCD federal data
2021-2022,41,OREGON,OR,grade_1,38583,CCD federal data
2021-2022,41,OREGON,OR,grade_10,45549,CCD federal data
2021-2022,41,OREGON,OR,grade_11,43769,CCD federal data
2021-2022,41,OREGON,OR,grade_12,46216,CCD federal data
2021-2022,41,OREGON,OR,grade_2,40374,CCD federal data
2021-2022,41,OREGON,OR,grade_3,40473,CCD federal data
2021-2022,41,OREGON,OR,grade_4,40948,CCD federal data
2021-2022,41,OREGON,OR,grade_5,41557,CCD federal data
2021-2022,41,OREGON,OR,grade_6,42274,CCD federal data
2021-2022,41,OREGON,OR,grade_7,43484,CCD federal data
2021-2022,41,OREGON,OR,grade_8,45540,CCD federal data
2021-2022,41,OREGON,OR,grade_9,46429,CCD federal data
2021-2022,41,OREGON,OR,k_12_total,553012,CCD federal data
2021-2022,41,OREGON,OR,kindergarten,37816,CCD federal data
2021-2022,41,OREGON,OR,unspecified,0,CCD federal data
2021-2022,42,PENNSYLVANIA,PA,grade_1,118443,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_10,136247,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_11,130808,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_12,132601,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_2,123433,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_3,124175,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_4,125224,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_5,127625,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_6,128670,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_7,133021,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_8,136707,PA state data
2021-2022,42,PENNSYLVANIA,PA,grade_9,146735,PA state data
2021-2022,42,PENNSYLVANIA,PA,k_12_total,1684018,PA state data
2021-2022,42,PENNSYLVANIA,PA,kindergarten,120329,PA state data
2021-2022,44,RHODE ISLAND,RI,grade_1,9605,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_10,10911,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_11,10750,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_12,11244,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_2,9863,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_3,9905,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_4,10008,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_5,10124,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_6,10239,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_7,10463,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_8,10776,CCD federal data
2021-2022,44,RHODE ISLAND,RI,grade_9,12152,CCD federal data
2021-2022,44,RHODE ISLAND,RI,k_12_total,135732,CCD federal data
2021-2022,44,RHODE ISLAND,RI,kindergarten,9692,CCD federal data
2021-2022,44,RHODE ISLAND,RI,unspecified,0,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_1,56008,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_10,60253,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_11,52779,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_12,49678,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_2,55940,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_3,56261,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_4,56854,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_5,57667,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_6,58741,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_7,61634,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_8,62669,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,grade_9,72377,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,k_12_total,755629,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,kindergarten,54768,CCD federal data
2021-2022,45,SOUTH CAROLINA,SC,unspecified,0,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_1,10125,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_10,10500,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_11,9444,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_12,9264,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_2,10268,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_3,10353,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_4,10361,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_5,10448,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_6,10727,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_7,10810,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_8,10925,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,grade_9,12492,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,k_12_total,137943,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,kindergarten,12226,CCD federal data
2021-2022,46,SOUTH DAKOTA,SD,unspecified,0,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_1,72385,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_10,75916,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_11,72237,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_12,68891,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_2,73844,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_3,74004,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_4,73962,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_5,73449,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_6,73311,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_7,74267,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_8,77484,CCD federal data
2021-2022,47,TENNESSEE,TN,grade_9,81324,CCD federal data
2021-2022,47,TENNESSEE,TN,k_12_total,967278,CCD federal data
2021-2022,47,TENNESSEE,TN,kindergarten,76204,CCD federal data
2021-2022,47,TENNESSEE,TN,unspecified,0,CCD federal data
2021-2022,48,TEXAS,TX,grade_1,386255,CCD federal data
2021-2022,48,TEXAS,TX,grade_10,408945,CCD federal data
2021-2022,48,TEXAS,TX,grade_11,389575,CCD federal data
2021-2022,48,TEXAS,TX,grade_12,362356,CCD federal data
2021-2022,48,TEXAS,TX,grade_2,383848,CCD federal data
2021-2022,48,TEXAS,TX,grade_3,384902,CCD federal data
2021-2022,48,TEXAS,TX,grade_4,386038,CCD federal data
2021-2022,48,TEXAS,TX,grade_5,389996,CCD federal data
2021-2022,48,TEXAS,TX,grade_6,400482,CCD federal data
2021-2022,48,TEXAS,TX,grade_7,418825,CCD federal data
2021-2022,48,TEXAS,TX,grade_8,424580,CCD federal data
2021-2022,48,TEXAS,TX,grade_9,476154,CCD federal data
2021-2022,48,TEXAS,TX,k_12_total,5183478,CCD federal data
2021-2022,48,TEXAS,TX,kindergarten,371522,CCD federal data
2021-2022,48,TEXAS,TX,ungraded,0,CCD federal data
2021-2022,48,TEXAS,TX,unspecified,0,CCD federal data
2021-2022,49,UTAH,UT,grade_1,49611,CCD federal data
2021-2022,49,UTAH,UT,grade_10,53822,CCD federal data
2021-2022,49,UTAH,UT,grade_11,51732,CCD federal data
2021-2022,49,UTAH,UT,grade_12,50532,CCD federal data
2021-2022,49,UTAH,UT,grade_2,50473,CCD federal data
2021-2022,49,UTAH,UT,grade_3,51324,CCD federal data
2021-2022,49,UTAH,UT,grade_4,50503,CCD federal data
2021-2022,49,UTAH,UT,grade_5,51766,CCD federal data
2021-2022,49,UTAH,UT,grade_6,52376,CCD federal data
2021-2022,49,UTAH,UT,grade_7,53730,CCD federal data
2021-2022,49,UTAH,UT,grade_8,54975,CCD federal data
2021-2022,49,UTAH,UT,grade_9,55270,CCD federal data
2021-2022,49,UTAH,UT,k_12_total,674892,CCD federal data
2021-2022,49,UTAH,UT,kindergarten,48778,CCD federal data
2021-2022,49,UTAH,UT,unspecified,0,CCD federal data
2021-2022,50,VERMONT,VT,grade_1,5441,CCD federal data
2021-2022,50,VERMONT,VT,grade_10,6113,CCD federal data
2021-2022,50,VERMONT,VT,grade_11,6214,CCD federal data
2021-2022,50,VERMONT,VT,grade_12,5773,CCD federal data
2021-2022,50,VERMONT,VT,grade_2,5773,CCD federal data
2021-2022,50,VERMONT,VT,grade_3,5638,CCD federal data
2021-2022,50,VERMONT,VT,grade_4,5718,CCD federal data
2021-2022,50,VERMONT,VT,grade_5,5760,CCD federal data
2021-2022,50,VERMONT,VT,grade_6,5860,CCD federal data
2021-2022,50,VERMONT,VT,grade_7,5751,CCD federal data
2021-2022,50,VERMONT,VT,grade_8,6112,CCD federal data
2021-2022,50,VERMONT,VT,grade_9,6548,CCD federal data
2021-2022,50,VERMONT,VT,k_12_total,76415,CCD federal data
2021-2022,50,VERMONT,VT,kindergarten,5714,CCD federal data
2021-2022,50,VERMONT,VT,unspecified,0,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_1,87167,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_10,98187,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_11,93990,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_12,94475,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_2,89537,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_3,89996,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_4,90891,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_5,91371,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_6,92406,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_7,95041,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_8,98825,CCD federal data
2021-2022,51,VIRGINIA,VA,grade_9,109485,CCD federal data
2021-2022,51,VIRGINIA,VA,k_12_total,1218369,CCD federal data
2021-2022,51,VIRGINIA,VA,kindergarten,86998,CCD federal data
2021-2022,51,VIRGINIA,VA,unspecified,0,CCD federal data
2021-2022,53,WASHINGTON,WA,grade_1,74957,WA state data
2021-2022,53,WASHINGTON,WA,grade_10,84871,WA state data
2021-2022,53,WASHINGTON,WA,grade_11,83110,WA state data
2021-2022,53,WASHINGTON,WA,grade_12,91763,WA state data
2021-2022,53,WASHINGTON,WA,grade_2,79052,WA state data
2021-2022,53,WASHINGTON,WA,grade_3,79824,WA state data
2021-2022,53,WASHINGTON,WA,grade_4,79434,WA state data
2021-2022,53,WASHINGTON,WA,grade_5,80619,WA state data
2021-2022,53,WASHINGTON,WA,grade_6,80738,WA state data
2021-2022,53,WASHINGTON,WA,grade_7,83713,WA state data
2021-2022,53,WASHINGTON,WA,grade_8,85819,WA state data
2021-2022,53,WASHINGTON,WA,grade_9,87795,WA state data
2021-2022,53,WASHINGTON,WA,k_12_total,1070302,WA state data
2021-2022,53,WASHINGTON,WA,kindergarten,78607,WA state data
2021-2022,54,WEST VIRGINIA,WV,grade_1,16988,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_10,18882,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_11,17935,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_12,17595,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_2,15684,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_3,17861,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_4,17685,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_5,18021,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_6,18375,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_7,19101,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_8,19606,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,grade_9,22953,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,k_12_total,238404,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,kindergarten,17718,CCD federal data
2021-2022,54,WEST VIRGINIA,WV,unspecified,0,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_1,54749,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_10,64209,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_11,64268,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_12,66858,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_2,55415,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_3,55843,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_4,56392,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_5,57059,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_6,58179,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_7,60789,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_8,62045,CCD federal data
2021-2022,55,WISCONSIN,WI,grade_9,67887,CCD federal data
2021-2022,55,WISCONSIN,WI,k_12_total,778151,CCD federal data
2021-2022,55,WISCONSIN,WI,kindergarten,54458,CCD federal data
2021-2022,55,WISCONSIN,WI,unspecified,0,CCD federal data
2021-2022,56,WYOMING,WY,grade_1,6720,CCD federal data
2021-2022,56,WYOMING,WY,grade_10,7434,CCD federal data
2021-2022,56,WYOMING,WY,grade_11,6944,CCD federal data
2021-2022,56,WYOMING,WY,grade_12,6553,CCD federal data
2021-2022,56,WYOMING,WY,grade_2,6718,CCD federal data
2021-2022,56,WYOMING,WY,grade_3,6904,CCD federal data
2021-2022,56,WYOMING,WY,grade_4,6886,CCD federal data
2021-2022,56,WYOMING,WY,grade_5,6973,CCD federal data
2021-2022,56,WYOMING,WY,grade_6,7139,CCD federal data
2021-2022,56,WYOMING,WY,grade_7,7418,CCD federal data
2021-2022,56,WYOMING,WY,grade_8,7573,CCD federal data
2021-2022,56,WYOMING,WY,grade_9,7993,CCD federal data
2021-2022,56,WYOMING,WY,k_12_total,92329,CCD federal data
2021-2022,56,WYOMING,WY,kindergarten,7074,CCD federal data
2021-2022,56,WYOMING,WY,unspecified,0,CCD federal data
